pl_name,hostname,discovery_year,discovery_method,orbital_period_days,radius_earth,mass_earth,semi_major_axis_au,stellar_temp_k,stellar_radius_solar,stellar_mass_solar,distance_pc,hz_inner_au,hz_outer_au,potentially_habitable,consortium
PYC-2016-0185,PYC Star 454,2016,Transit,358.904,1.486,4.115,0.9247,3052.0,1.165,0.819,166.8,0.244,0.576,0,Kepler
PYC-2018-0186,PYC Star 689,2018,Transit,15.486,5.303,146.947,0.1175,5580.0,0.757,0.902,27.7,0.53,1.25,0,TESS
PYC-2013-0187,PYC Star 547,2013,Transit,0.735,4.926,38.876,0.0171,4718.0,0.529,1.241,2.1,0.265,0.625,0,Gaia
PYC-2016-0188,PYC Star 312,2016,Radial Velocity,4.873,1.209,1.229,0.0541,4484.0,0.626,0.889,109.5,0.283,0.667,0,Kepler
PYC-2002-0189,PYC Star 588,2002,Transit,1.75,3.799,23.974,0.0291,4532.0,0.584,1.07,379.3,0.27,0.636,0,CoRoT
PYC-2011-0190,PYC Star 537,2011,Microlensing,2077.492,9.816,354.935,3.5629,5329.0,0.865,1.398,63.0,0.552,1.302,0,HIRES
PYC-2011-0191,PYC Star 062,2011,Transit,590.023,1.691,3.277,1.6429,4368.0,0.507,1.699,109.7,0.217,0.513,0,TESS
PYC-2012-0192,PYC Star 552,2012,Transit,0.805,14.645,972.173,0.0175,3010.0,1.61,1.106,90.9,0.328,0.773,0,Other
PYC-1999-0193,PYC Star 301,1999,Radial Velocity,39.062,0.599,0.401,0.2284,3638.0,0.946,1.042,9.5,0.281,0.664,0,TESS
PYC-2006-0194,PYC Star 132,2006,Transit,4.328,0.96,0.349,0.0457,3591.0,0.929,0.679,61.8,0.269,0.635,0,WASP
PYC-2011-0195,PYC Star 474,2011,Transit,0.533,3.258,13.247,0.0155,5048.0,0.533,1.742,81.9,0.305,0.72,0,OGLE
PYC-2009-0196,PYC Star 465,2009,Transit,7.096,1.157,2.044,0.0766,5637.0,0.637,1.189,200.2,0.455,1.073,0,Kepler
PYC-2007-0197,PYC Star 657,2007,Radial Velocity,1.249,12.613,959.756,0.0231,6119.0,0.331,1.049,109.8,0.279,0.658,0,TESS
PYC-2009-0198,PYC Star 389,2009,Transit,2.919,0.3,0.026,0.0404,3329.0,1.864,1.03,111.7,0.464,1.095,0,TESS
PYC-2004-0199,PYC Star 668,2004,Transit,7.369,0.443,0.159,0.0773,5358.0,0.476,1.135,165.4,0.307,0.724,0,Kepler
PYC-2013-0200,PYC Star 254,2013,Radial Velocity,15.365,2.31,17.117,0.1324,4246.0,0.492,1.31,125.0,0.199,0.47,0,TESS
PYC-2017-0201,PYC Star 545,2017,Imaging,26.14,6.036,104.527,0.1914,7431.0,1.7,1.368,12.9,2.109,4.977,0,HAT-P
PYC-2015-0202,PYC Star 866,2015,Transit,41.482,1.507,1.754,0.283,6045.0,1.071,1.757,85.8,0.88,2.076,0,Kepler
PYC-1998-0203,PYC Star 528,1998,Transit,10.86,1.056,1.783,0.0987,6332.0,0.95,1.089,19.8,0.856,2.02,0,TESS
PYC-2022-0204,PYC Star 613,2022,Transit,34.135,0.897,1.785,0.2527,5522.0,1.049,1.848,17.4,0.719,1.696,0,Kepler
PYC-2022-0205,PYC Star 331,2022,Transit,16.645,0.743,0.297,0.1443,5144.0,1.383,1.448,116.2,0.822,1.939,0,Kepler
PYC-2018-0206,PYC Star 608,2018,Transit,2184.339,1.025,1.087,3.2717,4438.0,0.941,0.979,5.2,0.416,0.983,0,TESS
PYC-2016-0207,PYC Star 751,2016,Transit,0.731,4.362,79.434,0.0131,4261.0,0.449,0.558,29.5,0.183,0.432,0,Kepler
PYC-2018-0208,PYC Star 785,2018,Transit,74.586,1.522,3.159,0.3503,4080.0,1.252,1.03,86.7,0.468,1.105,0,TESS
PYC-2002-0209,PYC Star 824,2002,Transit,2.251,2.073,2.778,0.0403,5356.0,1.088,1.725,27.0,0.701,1.655,0,Kepler
PYC-2019-0210,PYC Star 276,2019,Transit,11.4,1.519,3.701,0.0906,6204.0,1.525,0.762,255.4,1.319,3.112,0,SPITZER
PYC-2017-0211,PYC Star 761,2017,Transit,52.438,5.835,60.133,0.2768,4479.0,0.513,1.029,42.4,0.231,0.546,0,KMT
PYC-2019-0212,PYC Star 314,2019,Transit,351.859,0.96,0.476,0.9944,4150.0,0.648,1.06,104.5,0.251,0.592,0,Kepler
PYC-2007-0213,PYC Star 784,2007,Radial Velocity,2459.393,8.11,97.337,3.9801,3465.0,1.074,1.391,210.8,0.29,0.683,0,Kepler
PYC-2016-0214,PYC Star 006,2016,Transit,32.725,1.412,4.443,0.1914,5020.0,0.588,0.873,62.0,0.333,0.786,0,Kepler
PYC-2002-0215,PYC Star 818,2002,Radial Velocity,3.962,2.876,10.269,0.0443,5906.0,0.312,0.738,264.2,0.245,0.577,0,Kepler
PYC-2020-0216,PYC Star 195,2020,Transit,467.157,2.084,7.974,1.2593,5951.0,0.984,1.221,48.9,0.783,1.847,1,HAT-P
PYC-1996-0217,PYC Star 182,1996,Transit,2.888,6.563,177.923,0.0364,6041.0,1.346,0.771,13.3,1.104,2.605,0,TESS
PYC-2013-0218,PYC Star 503,2013,Microlensing,37.151,4.13,43.32,0.1759,5174.0,0.849,0.526,36.8,0.511,1.205,0,TESS
PYC-2022-0219,PYC Star 462,2022,Transit,764.044,0.363,0.083,2.0274,4881.0,1.152,1.904,35.5,0.616,1.455,0,KMT
PYC-2004-0220,PYC Star 142,2004,Transit,14.683,14.893,1356.665,0.1308,5954.0,1.079,1.383,13.3,0.859,2.028,0,OGLE
PYC-2022-0221,PYC Star 481,2022,Transit,57.595,2.564,12.397,0.3636,3801.0,0.904,1.933,174.0,0.293,0.693,0,TESS
PYC-2013-0222,PYC Star 721,2013,Transit,1.162,3.485,17.569,0.024,4403.0,0.957,1.358,59.2,0.417,0.984,0,TESS
PYC-2014-0223,PYC Star 437,2014,Imaging,0.659,2.452,6.732,0.016,6340.0,1.652,1.269,87.4,1.491,3.519,0,TESS
PYC-2020-0224,PYC Star 523,2020,Transit,2654.392,1.23,1.624,3.9172,3833.0,0.583,1.138,114.4,0.192,0.454,0,CoRoT
PYC-1997-0225,PYC Star 763,1997,Microlensing,1.974,13.58,828.188,0.0301,4769.0,1.274,0.937,119.5,0.651,1.537,0,Kepler
PYC-2014-0226,PYC Star 162,2014,Transit,7.986,1.622,4.362,0.083,5368.0,0.529,1.196,248.9,0.342,0.808,0,K2
PYC-2009-0227,PYC Star 293,2009,Transit,36.12,1.56,5.51,0.2005,4874.0,0.629,0.824,249.1,0.336,0.793,0,Kepler
PYC-2018-0228,PYC Star 804,2018,Transit,11.302,3.995,43.519,0.087,5834.0,1.542,0.688,275.0,1.179,2.782,0,Kepler
PYC-1999-0229,PYC Star 146,1999,Transit,0.953,2.902,10.642,0.0182,6173.0,0.522,0.89,53.5,0.447,1.055,0,TESS
PYC-2008-0230,PYC Star 229,2008,Transit,2.318,0.803,0.19,0.0399,5232.0,0.807,1.571,124.0,0.496,1.171,0,WASP
PYC-2010-0231,PYC Star 247,2010,Transit,32.674,0.904,0.524,0.1732,6051.0,2.605,0.65,272.3,2.142,5.056,0,K2
PYC-2003-0232,PYC Star 742,2003,Imaging,20.065,0.418,0.053,0.1254,3964.0,1.428,0.653,224.9,0.504,1.19,0,Other
PYC-2011-0233,PYC Star 129,2011,Transit,495.576,14.533,730.289,1.3131,4658.0,0.646,1.23,325.6,0.315,0.743,0,K2
PYC-2010-0234,PYC Star 337,2010,Microlensing,6.46,3.732,34.657,0.0647,6965.0,0.698,0.865,349.1,0.76,1.794,0,Gaia
PYC-2013-0235,PYC Star 364,2013,Radial Velocity,1761.322,2.767,14.713,3.0206,6549.0,0.834,1.185,156.3,0.803,1.895,0,Kepler
PYC-2018-0236,PYC Star 074,2018,Transit,4.988,1.331,5.322,0.0641,3651.0,1.624,1.414,349.1,0.486,1.148,0,K2
PYC-2014-0237,PYC Star 106,2014,Radial Velocity,7.689,11.54,735.618,0.0805,4789.0,0.573,1.175,82.1,0.295,0.697,0,Kepler
PYC-2020-0238,PYC Star 339,2020,Transit,1908.567,12.527,1857.566,2.7971,4922.0,0.558,0.801,7.0,0.304,0.717,0,Kepler
PYC-2017-0239,PYC Star 079,2017,Transit,722.744,4.564,74.07,1.8306,5175.0,1.241,1.567,22.2,0.746,1.761,0,Kepler
PYC-2014-0240,PYC Star 881,2014,Radial Velocity,6.766,2.714,23.066,0.0763,5947.0,0.422,1.297,72.9,0.336,0.792,0,CoRoT
PYC-2014-0241,PYC Star 406,2014,Radial Velocity,13.609,3.869,28.174,0.1119,6455.0,0.597,1.009,4.2,0.559,1.32,0,Kepler
PYC-2014-0242,PYC Star 007,2014,Transit,734.294,3.488,15.046,1.5889,4834.0,0.866,0.992,26.2,0.455,1.073,0,Kepler
PYC-2007-0243,PYC Star 541,2007,Transit,0.862,3.258,17.223,0.0185,5810.0,0.886,1.14,56.2,0.672,1.586,0,Kepler
PYC-1997-0244,PYC Star 679,1997,Transit,5.546,1.007,1.012,0.0591,5383.0,0.487,0.897,171.5,0.317,0.748,0,WASP
PYC-2017-0245,PYC Star 547,2017,Radial Velocity,45.906,5.092,50.291,0.2074,4781.0,1.055,0.565,60.6,0.542,1.279,0,TESS
PYC-2019-0246,PYC Star 514,2019,Transit,651.8,3.56,16.459,1.6058,3272.0,1.155,1.3,79.6,0.278,0.655,0,Kepler
PYC-2019-0247,PYC Star 083,2019,Transit,61.657,0.511,0.215,0.3311,5717.0,0.668,1.273,316.3,0.49,1.157,0,Kepler
PYC-1993-0248,PYC Star 656,1993,Transit,31.622,4.044,22.869,0.1496,5345.0,1.9,0.447,217.8,1.219,2.878,0,WASP
PYC-2005-0249,PYC Star 874,2005,Transit,2139.56,7.987,103.098,3.449,5151.0,1.049,1.196,114.3,0.625,1.475,0,WASP
PYC-2010-0250,PYC Star 328,2010,Transit,1.13,1.281,1.086,0.0261,3917.0,0.573,1.849,261.0,0.197,0.466,0,TESS
PYC-2010-0251,PYC Star 110,2010,Radial Velocity,421.564,3.596,24.781,0.9647,6563.0,1.866,0.674,160.0,1.806,4.262,0,TESS
PYC-2021-0252,PYC Star 193,2021,Transit,1.243,0.626,0.18,0.0224,4937.0,0.711,0.975,4.6,0.389,0.919,0,Kepler
PYC-2007-0253,PYC Star 594,2007,Transit,276.574,0.636,0.275,0.8133,3773.0,0.975,0.938,328.7,0.312,0.736,0,TESS
PYC-2004-0254,PYC Star 578,2004,Transit,50.882,1.778,6.026,0.3262,3628.0,0.723,1.788,38.6,0.214,0.504,1,WASP
PYC-2019-0255,PYC Star 799,2019,Radial Velocity,4.242,1.674,5.086,0.0585,5410.0,1.192,1.48,99.0,0.784,1.849,0,HAT-P
PYC-2022-0256,PYC Star 366,2022,Radial Velocity,50.995,1.082,0.882,0.2429,5437.0,0.725,0.735,181.3,0.481,1.136,0,K2
PYC-2011-0257,PYC Star 796,2011,Transit,1022.942,0.309,0.025,2.0678,4383.0,0.745,1.127,54.7,0.321,0.759,0,WASP
PYC-2020-0258,PYC Star 248,2020,Transit,27.027,6.213,86.621,0.2306,5216.0,0.837,2.239,75.8,0.512,1.208,0,TESS
PYC-1997-0259,PYC Star 461,1997,Transit,0.424,0.455,0.179,0.0103,5401.0,0.718,0.804,6.6,0.471,1.11,0,HAT-P
PYC-2019-0260,PYC Star 592,2019,Transit,0.663,14.878,1744.706,0.0149,4926.0,1.458,0.996,26.8,0.795,1.875,0,WASP
PYC-2017-0261,PYC Star 250,2017,Radial Velocity,113.127,1.993,7.17,0.486,4169.0,0.511,1.197,15.7,0.2,0.471,0,HAT-P
PYC-2023-0262,PYC Star 332,2023,Transit,169.467,6.606,247.054,0.5582,5665.0,0.885,0.808,52.1,0.638,1.506,0,Kepler
PYC-1996-0263,PYC Star 745,1996,Transit,14.42,1.377,5.458,0.1424,5554.0,0.937,1.854,18.5,0.649,1.532,0,K2
PYC-2003-0264,PYC Star 520,2003,Microlensing,3.49,1.386,1.833,0.0426,5311.0,0.851,0.848,352.5,0.539,1.272,0,Kepler
PYC-2012-0265,PYC Star 551,2012,Transit,237.944,1.992,12.62,0.6391,4050.0,1.391,0.615,103.4,0.513,1.21,0,TESS
PYC-2014-0266,PYC Star 561,2014,Transit,6.035,2.932,14.386,0.061,3602.0,0.457,0.832,1.0,0.133,0.315,0,TESS
PYC-2020-0267,PYC Star 712,2020,Transit,0.774,2.574,19.454,0.0178,4869.0,1.162,1.257,127.1,0.619,1.461,0,WASP
PYC-2008-0268,PYC Star 874,2008,Transit,15.464,0.776,0.736,0.1107,5637.0,0.514,0.756,131.7,0.367,0.866,0,TESS
PYC-2000-0269,PYC Star 360,2000,Transit,49.12,5.749,35.123,0.2719,5736.0,0.716,1.112,60.5,0.529,1.249,0,TESS
PYC-2005-0270,PYC Star 319,2005,Transit,2207.653,1.684,2.392,3.5432,5326.0,0.491,1.218,11.5,0.313,0.738,0,CoRoT
PYC-2013-0271,PYC Star 822,2013,Transit,78.878,1.559,1.721,0.3126,4395.0,0.775,0.655,73.9,0.336,0.794,0,Kepler
PYC-1995-0272,PYC Star 431,1995,Transit,2.566,6.375,50.669,0.0343,4076.0,0.694,0.821,183.4,0.259,0.611,0,Kepler
PYC-2017-0273,PYC Star 836,2017,Transit,671.214,1.103,2.004,1.5627,4785.0,1.881,1.13,312.1,0.968,2.283,1,Kepler
PYC-2010-0274,PYC Star 793,2010,Transit,5.39,1.356,6.214,0.0653,4793.0,1.003,1.279,3.2,0.518,1.222,0,HAT-P
PYC-2000-0275,PYC Star 663,2000,Transit,2086.036,0.778,0.457,3.0005,5797.0,1.097,0.828,8.5,0.828,1.954,0,Kepler
PYC-2010-0276,PYC Star 648,2010,Transit,7.289,1.164,2.277,0.0749,4368.0,0.547,1.055,27.8,0.234,0.553,0,K2
PYC-1996-0277,PYC Star 848,1996,Transit,1338.128,0.692,0.806,2.2991,4443.0,1.256,0.905,72.0,0.557,1.314,0,Kepler
PYC-2022-0278,PYC Star 247,2022,Radial Velocity,1018.733,3.72,33.778,2.157,6649.0,1.881,1.29,76.1,1.868,4.41,0,TESS
PYC-2019-0279,PYC Star 408,2019,Radial Velocity,891.425,3.863,33.154,1.926,6196.0,1.331,1.199,33.9,1.148,2.71,0,SPITZER
PYC-2011-0280,PYC Star 491,2011,Transit,0.568,5.759,83.871,0.0129,4005.0,0.499,0.877,149.9,0.18,0.424,0,KMT
PYC-2015-0281,PYC Star 175,2015,Transit,785.884,13.19,1069.872,1.7623,6122.0,0.73,1.182,66.0,0.615,1.451,0,Kepler
PYC-2005-0282,PYC Star 466,2005,Transit,249.541,3.913,53.768,0.7393,3790.0,0.945,0.866,277.9,0.305,0.72,0,TESS
PYC-2013-0283,PYC Star 590,2013,Transit,7.897,1.056,1.452,0.0819,4409.0,0.694,1.174,197.1,0.303,0.716,0,Kepler
PYC-2012-0284,PYC Star 453,2012,Transit,31.712,12.821,940.577,0.2072,4512.0,2.814,1.179,47.3,1.287,3.037,0,OGLE
PYC-2014-0285,PYC Star 588,2014,Transit,120.717,3.853,32.511,0.6304,4730.0,0.724,2.293,224.1,0.364,0.859,0,K2
PYC-2007-0286,PYC Star 092,2007,Transit,1812.69,8.762,127.3,2.7976,5358.0,0.883,0.889,11.4,0.569,1.343,0,Kepler
PYC-2018-0287,PYC Star 442,2018,Transit,421.634,2.41,15.419,1.0824,4896.0,0.687,0.952,24.5,0.37,0.873,0,TESS
PYC-2011-0288,PYC Star 836,2011,Transit,18.303,0.839,0.333,0.126,5353.0,0.999,0.797,83.2,0.643,1.518,0,TESS
PYC-2017-0289,PYC Star 235,2017,Transit,126.796,8.38,342.683,0.4379,4438.0,1.676,0.697,691.3,0.742,1.751,0,Gaia
PYC-2017-0290,PYC Star 410,2017,Radial Velocity,2.1,1.02,1.537,0.0304,5137.0,0.948,0.852,91.4,0.562,1.326,0,Kepler
PYC-2022-0291,PYC Star 562,2022,Transit,17.574,1.958,3.243,0.143,4871.0,0.816,1.262,250.3,0.435,1.026,0,Gaia
PYC-2012-0292,PYC Star 563,2012,Microlensing,466.016,3.786,23.507,1.2821,3551.0,0.555,1.294,166.4,0.157,0.371,0,Kepler
PYC-2008-0293,PYC Star 163,2008,Transit,89.667,0.693,1.115,0.4058,5235.0,1.551,1.109,148.7,0.955,2.253,0,Kepler
PYC-2015-0294,PYC Star 102,2015,Radial Velocity,433.709,2.242,7.846,1.0833,4886.0,0.844,0.902,81.9,0.453,1.068,0,HAT-P
PYC-2013-0295,PYC Star 678,2013,Radial Velocity,37.812,3.165,10.861,0.2081,4157.0,0.827,0.841,12.4,0.321,0.758,0,TESS
PYC-2022-0296,PYC Star 480,2022,Transit Timing Variations,11.889,0.797,0.827,0.0916,4418.0,0.314,0.726,127.3,0.138,0.325,0,HIRES
PYC-2001-0297,PYC Star 816,2001,Radial Velocity,301.613,3.984,24.713,0.8248,4440.0,0.85,0.823,193.5,0.376,0.888,0,TESS
PYC-2017-0298,PYC Star 891,2017,Radial Velocity,0.923,8.775,108.484,0.016,4580.0,0.751,0.636,44.0,0.354,0.835,0,TESS
PYC-2010-0299,PYC Star 150,2010,Transit,2478.686,1.983,7.689,4.1997,6383.0,0.396,1.608,27.7,0.362,0.855,0,Kepler
PYC-1997-0300,PYC Star 325,1997,Radial Velocity,1892.633,8.806,180.857,3.7102,6681.0,1.405,1.902,426.9,1.409,3.325,0,Gaia
PYC-2012-0301,PYC Star 738,2012,Transit,1031.673,2.868,18.177,1.5942,2500.0,0.707,0.508,41.2,0.099,0.234,0,WASP
PYC-2013-0302,PYC Star 265,2013,Transit,1068.296,5.914,67.671,2.1154,5239.0,2.112,1.107,75.3,1.302,3.074,0,TESS
PYC-2010-0303,PYC Star 179,2010,Transit,38.233,2.301,12.437,0.2293,5659.0,1.701,1.1,36.7,1.224,2.888,0,OGLE
PYC-1995-0304,PYC Star 141,1995,Radial Velocity,34.012,1.348,2.383,0.2105,4606.0,0.651,1.076,159.4,0.31,0.732,0,Kepler
PYC-2000-0305,PYC Star 450,2000,Transit,602.461,4.392,12.84,1.3027,5635.0,1.667,0.813,109.5,1.189,2.806,0,KMT
PYC-2017-0306,PYC Star 344,2017,Transit,5.008,2.067,7.997,0.0645,6289.0,1.858,1.43,19.4,1.651,3.895,0,TESS
PYC-2015-0307,PYC Star 836,2015,Transit,786.191,0.974,0.808,1.7489,3565.0,0.7,1.154,175.3,0.2,0.472,0,OGLE
PYC-2022-0308,PYC Star 868,2022,Transit,2.402,1.64,7.345,0.0396,4920.0,0.565,1.436,174.8,0.308,0.726,0,WASP
PYC-2010-0309,PYC Star 075,2010,Transit,1020.128,0.566,0.278,1.8197,6561.0,0.341,0.772,71.0,0.33,0.779,0,TESS
PYC-2007-0310,PYC Star 812,2007,Transit,49.98,1.641,5.289,0.226,3686.0,1.068,0.616,115.1,0.326,0.769,0,HAT-P
PYC-2017-0311,PYC Star 081,2017,Transit,740.55,11.375,390.094,1.6853,4696.0,0.581,1.164,184.2,0.288,0.679,0,WASP
PYC-2008-0312,PYC Star 647,2008,Transit,32.585,12.387,467.854,0.1784,4396.0,1.083,0.714,54.9,0.47,1.109,0,Kepler
PYC-2020-0313,PYC Star 862,2020,Transit,91.153,14.134,966.397,0.4483,5747.0,0.697,1.446,288.3,0.517,1.22,0,WASP
PYC-2015-0314,PYC Star 311,2015,Transit,1561.036,3.054,15.213,2.0549,5872.0,0.634,0.475,44.1,0.491,1.158,0,TESS
PYC-2006-0315,PYC Star 143,2006,Transit,16.698,3.987,71.176,0.1211,4946.0,0.699,0.849,295.6,0.384,0.907,0,OGLE
PYC-2002-0316,PYC Star 060,2002,Transit,2.856,1.568,2.982,0.0367,4829.0,0.501,0.806,281.0,0.263,0.62,0,OGLE
PYC-2018-0317,PYC Star 308,2018,Transit,0.901,2.171,4.07,0.0176,3253.0,0.699,0.89,493.8,0.166,0.392,0,Kepler
PYC-1997-0318,PYC Star 857,1997,Transit,77.315,9.523,231.818,0.3662,6081.0,0.646,1.096,5.7,0.537,1.267,0,Kepler
PYC-1996-0319,PYC Star 413,1996,Microlensing,93.337,0.63,0.487,0.4217,4482.0,0.894,1.149,296.7,0.404,0.953,1,Kepler
PYC-2019-0320,PYC Star 376,2019,Microlensing,101.702,2.667,11.789,0.4595,4672.0,0.943,1.251,206.4,0.463,1.092,0,HAT-P
PYC-2009-0321,PYC Star 007,2009,Transit,0.557,0.74,0.41,0.0145,5674.0,0.556,1.302,85.3,0.402,0.949,0,KMT
PYC-2008-0322,PYC Star 600,2008,Transit,0.511,3.434,41.99,0.0123,4978.0,1.477,0.942,106.6,0.822,1.94,0,WASP
PYC-2003-0323,PYC Star 170,2003,Transit,1179.929,0.346,0.04,2.7948,5703.0,0.838,2.092,21.9,0.612,1.445,0,OGLE
PYC-2009-0324,PYC Star 620,2009,Radial Velocity,198.232,8.161,76.77,0.7822,5343.0,1.77,1.625,21.7,1.135,2.678,0,TESS
PYC-2023-0325,PYC Star 745,2023,Transit,1.099,12.89,502.922,0.0201,4983.0,1.003,0.897,253.1,0.56,1.321,0,TESS
PYC-2003-0326,PYC Star 697,2003,Radial Velocity,0.779,0.929,0.932,0.0163,5079.0,0.928,0.953,82.4,0.538,1.27,0,Other
PYC-2024-0327,PYC Star 467,2024,Transit,1.695,0.881,0.634,0.0268,3790.0,0.722,0.89,428.9,0.233,0.549,0,Kepler
PYC-2017-0328,PYC Star 585,2017,Transit,535.699,2.539,5.166,1.3468,4666.0,1.187,1.136,9.9,0.58,1.37,1,TESS
PYC-2008-0329,PYC Star 355,2008,Transit,253.549,3.222,34.82,0.7,5776.0,0.914,0.712,23.1,0.685,1.616,0,Kepler
PYC-2007-0330,PYC Star 638,2007,Radial Velocity,119.366,7.99,241.097,0.4327,3991.0,1.324,0.759,7.3,0.474,1.119,0,Kepler
PYC-2006-0331,PYC Star 614,2006,Transit,121.664,3.045,21.97,0.3732,4156.0,1.853,0.468,473.0,0.719,1.697,0,TESS
PYC-2020-0332,PYC Star 170,2020,Transit,851.626,1.114,1.634,1.6784,4008.0,0.649,0.87,25.7,0.234,0.553,0,Kepler
PYC-2008-0333,PYC Star 292,2008,Radial Velocity,7.839,9.027,159.403,0.0874,4938.0,1.186,1.452,110.0,0.65,1.533,0,TESS
PYC-2010-0334,PYC Star 698,2010,Transit,7.091,2.172,8.739,0.071,6062.0,1.171,0.948,124.3,0.967,2.282,0,Kepler
PYC-2008-0335,PYC Star 395,2008,Transit,17.808,3.117,30.25,0.132,5292.0,1.106,0.967,336.0,0.696,1.642,0,K2
PYC-2016-0336,PYC Star 212,2016,Transit,2735.994,0.99,1.724,3.9547,2841.0,0.741,1.102,137.4,0.134,0.317,0,Kepler
PYC-2015-0337,PYC Star 894,2015,Radial Velocity,56.536,12.538,1028.054,0.2565,5384.0,0.747,0.704,238.4,0.487,1.148,0,HIRES
PYC-2003-0338,PYC Star 781,2003,Transit,52.642,4.414,61.381,0.2757,4402.0,0.692,1.009,4.7,0.301,0.711,0,TESS
PYC-2009-0339,PYC Star 697,2009,Microlensing,548.638,4.037,15.792,1.4552,5258.0,0.686,1.366,166.1,0.426,1.006,0,OGLE
PYC-2008-0340,PYC Star 380,2008,Transit,1.959,1.449,2.602,0.0318,4665.0,0.617,1.113,87.9,0.302,0.712,0,TESS
PYC-2013-0341,PYC Star 499,2013,Imaging,14.894,11.468,352.361,0.1328,4026.0,0.859,1.408,78.2,0.313,0.738,0,Kepler
PYC-2017-0342,PYC Star 851,2017,Radial Velocity,122.287,1.312,3.843,0.5588,4736.0,0.64,1.557,129.5,0.322,0.761,1,WASP
PYC-2000-0343,PYC Star 474,2000,Transit,2695.787,4.669,96.712,4.0955,4403.0,1.095,1.261,1.0,0.477,1.125,0,Kepler
PYC-2015-0344,PYC Star 742,2015,Radial Velocity,1.587,3.889,21.24,0.0245,5077.0,0.923,0.779,13.3,0.535,1.262,0,K2
PYC-2017-0345,PYC Star 760,2017,Radial Velocity,22.578,1.144,1.387,0.1502,4003.0,0.971,0.887,26.3,0.35,0.825,0,TESS
PYC-2009-0346,PYC Star 724,2009,Microlensing,1291.948,0.402,0.106,2.9083,3788.0,0.796,1.966,414.5,0.256,0.605,0,HAT-P
PYC-2003-0347,PYC Star 541,2003,Transit,259.142,5.408,126.338,0.8252,5459.0,0.928,1.116,28.5,0.621,1.467,0,HIRES
PYC-2010-0348,PYC Star 311,2010,Transit,95.608,0.691,0.165,0.4179,5798.0,0.805,1.065,358.1,0.608,1.435,0,Kepler
PYC-2017-0349,PYC Star 306,2017,Transit,3.966,2.31,2.921,0.0444,5322.0,1.278,0.74,32.4,0.813,1.919,0,WASP
PYC-2014-0350,PYC Star 730,2014,Transit,2.126,1.04,1.129,0.032,4216.0,0.738,0.968,179.1,0.295,0.695,0,TESS
PYC-2011-0351,PYC Star 376,2011,Transit,11.276,1.057,0.326,0.107,4134.0,1.066,1.285,16.2,0.409,0.966,0,HAT-P
PYC-2006-0352,PYC Star 223,2006,Transit,3.896,14.985,1233.44,0.0485,4186.0,0.5,1.005,14.2,0.197,0.464,0,SPITZER
PYC-2021-0353,PYC Star 165,2021,Transit,543.192,1.467,3.643,1.2263,5601.0,1.24,0.834,55.6,0.874,2.063,1,TESS
PYC-2009-0354,PYC Star 554,2009,Transit,248.216,1.002,1.867,0.7475,4057.0,0.7,0.904,196.6,0.259,0.611,0,Kepler
PYC-2008-0355,PYC Star 863,2008,Transit,689.452,2.779,10.441,1.7552,5596.0,0.597,1.518,196.3,0.42,0.991,0,OGLE
PYC-2021-0356,PYC Star 341,2021,Radial Velocity,1.841,10.512,491.286,0.0318,5373.0,0.539,1.263,66.7,0.35,0.825,0,TESS
PYC-2005-0357,PYC Star 587,2005,Radial Velocity,6.356,0.71,0.568,0.0715,5914.0,0.52,1.206,1.7,0.409,0.965,0,KMT
PYC-2005-0358,PYC Star 278,2005,Transit,380.403,1.581,1.827,1.0817,5757.0,0.725,1.167,112.0,0.54,1.273,1,TESS
PYC-2005-0359,PYC Star 359,2005,Transit,1.721,6.621,215.342,0.0245,5288.0,1.767,0.661,34.6,1.11,2.619,0,SPITZER
PYC-1994-0360,PYC Star 368,1994,Microlensing,1.467,2.036,7.285,0.0261,3478.0,0.674,1.1,267.1,0.183,0.432,0,Kepler
PYC-2016-0361,PYC Star 324,2016,Transit,12.202,9.845,282.428,0.1175,5349.0,0.333,1.453,1.8,0.214,0.505,0,HAT-P
PYC-2013-0362,PYC Star 762,2013,Transit,2.111,0.937,0.907,0.0312,4904.0,1.061,0.913,18.2,0.573,1.353,0,K2
PYC-2002-0363,PYC Star 816,2002,Transit,0.809,2.559,10.728,0.019,4464.0,0.545,1.408,23.1,0.244,0.576,0,WASP
PYC-2017-0364,PYC Star 242,2017,Transit,6.517,1.256,2.672,0.0728,6026.0,1.299,1.21,93.5,1.059,2.5,0,Gaia
PYC-2004-0365,PYC Star 324,2004,Transit,988.694,1.609,2.878,2.1392,4664.0,0.745,1.336,22.7,0.364,0.859,0,WASP
PYC-2019-0366,PYC Star 018,2019,Radial Velocity,0.662,1.057,1.295,0.015,4323.0,0.796,1.018,26.6,0.334,0.788,0,HAT-P
PYC-2002-0367,PYC Star 680,2002,Transit,62.482,1.779,3.278,0.3417,5812.0,1.543,1.364,486.0,1.17,2.762,0,Kepler
PYC-2017-0368,PYC Star 637,2017,Transit,60.776,5.262,46.929,0.255,4435.0,1.188,0.599,20.0,0.525,1.24,0,Kepler
PYC-2000-0369,PYC Star 752,2000,Radial Velocity,45.614,2.34,9.936,0.2508,4278.0,0.514,1.012,197.9,0.211,0.498,1,TESS
PYC-2013-0370,PYC Star 504,2013,Radial Velocity,36.386,9.952,251.112,0.2335,3786.0,0.549,1.283,95.9,0.177,0.417,0,TESS
